Response variable,Sample core depth slice,Mean_After_control,Term_var_After_control,Value_var_After_control,SD_After_control,n_After_control,article_id,article_type_id,Trawled/untrawled,Before/After,Experimental/observational,Study type,Harmonized_study type,Location,Region,Longhurst province,Latitude_study,Longitude_study,Water depth (m),Trawling effort_numerical_harmonized,Trawling_effort_GFW,Model_Chl_bottom (mg/m3),Model_Current_velocity (m/s),Model_Dissolved_Oxygen (mol/m3), Model_NO3_bottom (mol/m3),Model_PO4_bottom (mol/m3),Model_Sal_bottom,Model_Silicate_bottom (mol/m3),Model_Temp_bottom,Model_NPP_surface (g/m3/day),dist_shore (m),Time since trawl (days),Time since first disturbance (years),Habitat type_harmonized,Seasonality_harmonized,Trawling gear type_harmonized,Historically fished,Trawling effort_categorical,Trawling effort_units_harmonized,Control_historically_trawled,Mean_After_impact,Term_var_After_impact,Value_var_After_impact,SD_After_impact,n_After_impact,Mean_Before_impact,Term_var_Before_impact,Value_var_Before_impact,SD_Before_impact,n_Before_impact,Mean_Before_control,Term_var_Before_control,Value_var_Before_control,SD_Before_control,n_Before_control
TN,2-3,0.041268657,SD,0.002686567,0.002686567,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.037614213,SD,,,3,,,,,,,,,,
TOC/TN,2-3,8.296577485,SD,0.799633289,0.799633289,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,7.171007389,SD,0.407443602,0.407443602,3,,,,,,,,,,
NHx,2-3,17.36842105,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,28.94736842,SD,,,3,,,,,,,,,,
Nitrate,2-3,2.637795276,SD,1.141732283,1.141732283,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,2.480314961,SD,,,3,,,,,,,,,,
TOC,3-4,0.403228635,SD,0.009125475,0.009125475,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.278927203,SD,0.027586207,0.027586207,3,,,,,,,,,,
TN,3-4,0.046044776,SD,0.002462687,0.002462687,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.041573604,SD,0.002664975,0.002664975,3,,,,,,,,,,
TOC/TN,3-4,8.757315568,SD,0.50858564,0.50858564,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,6.709237974,SD,0.790739018,0.790739018,3,,,,,,,,,,
NHx,3-4,20.52631579,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,26.84210526,SD,,,3,,,,,,,,,,
Nitrate,3-4,1.456692913,SD,0.669291339,0.669291339,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.511811024,SD,0.511811024,0.511811024,3,,,,,,,,,,
TOC,4-5,0.357414449,SD,0.028897338,0.028897338,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.272796935,SD,,,3,,,,,,,,,,
TN,4-5,0.040671642,SD,0.004402985,0.004402985,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.035786802,SD,0.001827411,0.001827411,3,,,,,,,,,,
TOC/TN,4-5,8.787804793,SD,1.187376717,1.187376717,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,7.622836336,SD,0.389251217,0.389251217,3,,,,,,,,,,
NHx,4-5,28.94736842,SD,8.947368421,8.947368421,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,31.05263158,SD,,,3,,,,,,,,,,
Nitrate,4-5,0.669291339,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.196850394,SD,,,3,,,,,,,,,,
Bacteria uptake of C-13,4-5,0.00385,SD,0.0038,0.0038,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.011,SD,0.011,0.011,3,,,,,,,,,,
NHx,5-6,39.47368421,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,43.68421053,SD,,,3,,,,,,,,,,
Nitrate,5-6,0.669291339,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.905511811,SD,0.511811024,0.511811024,3,,,,,,,,,,
NHx,6-7,46.84210526,SD,5.789473684,5.789473684,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,47.89473684,SD,14.73684211,14.73684211,3,,,,,,,,,,
Nitrate,6-7,0.984251969,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,1.141732283,SD,,,3,,,,,,,,,,
NHx,7-8,50,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,55.26315789,SD,,,3,,,,,,,,,,
Nitrate,7-8,0.984251969,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.905511811,SD,,,3,,,,,,,,,,
NHx,8-9,47.89473684,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,48.94736842,SD,,,3,,,,,,,,,,
NHx,9-10,50,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,50,SD,,,3,,,,,,,,,,
Nitrate,9-10,1.141732283,SD,,,3,11,11,Control,After,Observational,Control Impact,Comparative control impact,West Iberian continental margin,West Iberian continental margin,Canary current coast,37.86108564,-9.104238071,293,2.778,18.4668007,0.01611857,0.0700119,200.345003,10.9188184,0.71542189,35.8441815,4.7139329,12.2321719,0.00414123,26333.5,5,,Mud,Spring,Otter Trawl,TRUE,,y-1,1,0.826771654,SD,0.551181102,0.551181102,3,,,,,,,,,,
OM (LOI),0-5,0.8,SD,,,1,12,12,Control,Before,Experimental,Before After Control Impact,Experimental,"Patos Lagoon, Brazil",Brasil,Brazilian current coast,-32.08337983,-52.2188814,1.5,6,0,1.07977,0.134367,246.549271,0.351286,0.293471,24.16539,4.714313,18.709814,0.022676,10819.0996,1.020833333,,Sand,Autumn,Local gear net,TRUE,,Hauls prior sampling,1,1.7,SD,1.697056275,1.697056275,2,3.4,SD,,,1,2.8000,SD,,,1
OM (LOI),0-5,1,SD,,,1,12,12,Control,Before,Experimental,Before After Control Impact,Experimental,"Patos Lagoon, Brazil",Brasil,Brazilian current coast,-32.08337983,-52.2188814,1.5,6,0,1.07977,0.134367,246.549271,0.351286,0.293471,24.16539,4.714313,18.709814,0.022676,10819.0996,1.020833333,,Sand,Winter,Local gear net,TRUE,,Hauls prior sampling,1,1.9,SD,0,0,2,2.5,SD,,,1,1.8000,SD,,,1
OM (LOI),0-5,1.7,SD,,,1,12,12,Control,Before,Experimental,Before After Control Impact,Experimental,"Patos Lagoon, Brazil",Brasil,Brazilian current coast,-32.08337983,-52.2188814,1.5,6,0,1.07977,0.134367,246.549271,0.351286,0.293471,24.16539,4.714313,18.709814,0.022676,10819.0996,1.020833333,,Sand,Autumn,Local gear net,TRUE,,Hauls prior sampling,1,1.95,SD,0.212132034,0.212132034,2,1.3,SD,,,1,2.2000,SD,,,1
Sand,0-5,96,SD,,,1,12,12,Control,Before,Experimental,Before After Control Impact,Experimental,"Patos Lagoon, Brazil",Brasil,Brazilian current coast,-32.08337983,-52.2188814,1.5,6,0,1.07977,0.134367,246.549271,0.351286,0.293471,24.16539,4.714313,18.709814,0.022676,10819.0996,1.020833333,,Sand,Yearly,Local gear net,TRUE,,Hauls prior sampling,1,95.5,SD,0.707106781,0.707106781,2,95,SD,,,1,96.0000,SD,,,1
Silt ,0-5,1,SD,,,1,12,12,Control,Before,Experimental,Before After Control Impact,Experimental,"Patos Lagoon, Brazil",Brasil,Brazilian current coast,-32.08337983,-52.2188814,1.5,6,0,1.07977,0.134367,246.549271,0.351286,0.293471,24.16539,4.714313,18.709814,0.022676,10819.0996,1.020833333,,Sand,Yearly,Local gear net,TRUE,,Hauls prior sampling,1,1.5,SD,0.707106781,0.707106781,2,2,SD,,,1,2.0000,SD,,,1
Clay ,0-5,3,SD,,,1,12,12,Control,Before,Experimental,Before After Control Impact,Experimental,"Patos Lagoon, Brazil",Brasil,Brazilian current coast,-32.08337983,-52.2188814,1.5,6,0,1.07977,0.134367,246.549271,0.351286,0.293471,24.16539,4.714313,18.709814,0.022676,10819.0996,1.020833333,,Sand,Yearly,Local gear net,TRUE,,Hauls prior sampling,1,3,SD,1.414213562,1.414213562,2,3,SD,,,1,2.0000,SD,,,1
Medium sand,0-5,2.9,SD,,,1,12,12,Control,Before,Experimental,Before After Control Impact,Experimental,"Patos Lagoon, Brazil",Brasil,Brazilian current coast,-32.08337983,-52.2188814,1.5,6,0,1.07977,0.134367,246.549271,0.351286,0.293471,24.16539,4.714313,18.709814,0.022676,10819.0996,1.020833333,,Sand,Yearly,Local gear net,TRUE,,Hauls prior sampling,1,3.75,SD,0.212132034,0.212132034,2,4.2,SD,,,1,3.6000,SD,,,1
Fine sand,0-5,70.1,SD,,,1,12,12,Control,Before,Experimental,Before After Control Impact,Experimental,"Patos Lagoon, Brazil",Brasil,Brazilian current coast,-32.08337983,-52.2188814,1.5,6,0,1.07977,0.134367,246.549271,0.351286,0.293471,24.16539,4.714313,18.709814,0.022676,10819.0996,1.020833333,,Sand,Yearly,Local gear net,TRUE,,Hauls prior sampling,1,69.75,SD,0.919238816,0.919238816,2,69.8,SD,,,1,70.4000,SD,,,1
Very fine sand,0-5,23,SD,,,1,12,12,Control,Before,Experimental,Before After Control Impact,Experimental,"Patos Lagoon, Brazil",Brasil,Brazilian current coast,-32.08337983,-52.2188814,1.5,6,0,1.07977,0.134367,246.549271,0.351286,0.293471,24.16539,4.714313,18.709814,0.022676,10819.0996,1.020833333,,Sand,Yearly,Local gear net,TRUE,,Hauls prior sampling,1,22,SD,0,0,2,21,SD,,,1,22.0000,SD,,,1
TOC,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Winter,Beam trawl,TRUE,,,,7.28375,SD,1.735058151,1.735058151,24,10.745,SD,1.276748101,1.276748101,24,,,,,
TN,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Winter,Beam trawl,TRUE,,,,5.38125,SD,1.177630035,1.177630035,24,5.9775,SD,1.281603348,1.281603348,24,,,,,
TOC/TN,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Winter,Beam trawl,TRUE,,,,1.367662899,SD,0.234823911,0.234823911,24,1.855863394,SD,0.379642062,0.379642062,24,,,,,
NHx,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Winter,Beam trawl,TRUE,,,,0.0735,SD,0.018935982,0.018935982,24,0.04025,SD,0.019666868,0.019666868,24,,,,,
Nitrate,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Winter,Beam trawl,TRUE,,,,4.7775,SD,0.553811469,0.553811469,24,3.365,SD,0.731710325,0.731710325,24,,,,,
IP,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Winter,Beam trawl,TRUE,,,,1.035,SD,0.309331076,0.309331076,8,0.74125,SD,0.156519054,0.156519054,8,,,,,
NO2,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Winter,Beam trawl,TRUE,,,,0.865,SD,0.151751677,0.151751677,24,0.46,SD,0.10743769,0.10743769,24,,,,,
Total phosphorus,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Winter,Beam trawl,TRUE,,,,2.085,SD,0.756457911,0.756457911,24,2.74,SD,1.065135806,1.065135806,24,,,,,
TOC,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Summer,Beam trawl,TRUE,,,,5.53875,SD,2.343522608,2.343522608,24,6.765,SD,1.836183931,1.836183931,24,,,,,
TN,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Summer,Beam trawl,TRUE,,,,7.37,SD,2.602723848,2.602723848,24,8.08,SD,2.596360089,2.596360089,24,,,,,
TOC/TN,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Summer,Beam trawl,TRUE,,,,0.753371796,SD,0.198097473,0.198097473,24,0.86760073,SD,0.201496466,0.201496466,24,,,,,
NHx,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Summer,Beam trawl,TRUE,,,,0.094,SD,0.037036661,0.037036661,24,0.06375,SD,0.027416106,0.027416106,24,,,,,
Nitrate,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Summer,Beam trawl,TRUE,,,,4.22375,SD,0.83652235,0.83652235,24,2.52,SD,0.443492632,0.443492632,24,,,,,
IP,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Summer,Beam trawl,TRUE,,,,0.96,SD,0.185009652,0.185009652,8,0.6075,SD,0.198404349,0.198404349,8,,,,,
NO2,Grab sample,,,,,,19,19,Impact,Before,Experimental,Before After,Experimental,Bay of Bengal,Indian Ocean,Eastern India coast,11.6083333,79.775,20,,0,0.2380035,0.167973,202.7716755,0.369978,0.138955,33.276621,3.829044,28.64066,0.015893,0,1,,Sand,Summer,Beam trawl,TRUE,,,,1.0725,SD,0.35293666,0.35293666,24,0.355,SD,0.140509278,0.140509278,24,,,,,
